label_id	tomogram	DMVs	Virions	DMVs Opening	DMS	connectors	Fused DMVs	zER	Peroxisomes	Golgi	VTC	ER	Mitochondria	MVB/Lys	Lamellar Bodies	Lipid droplets	autophagosomes	Glycogen clusters	Nucleus	PM	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z
38.0	38	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	24.96967200000001	11.592840000000017	0.1569539999999987	23.409456	10.032624	0.059052	26.529888	13.153056	0.2548559999999999
39.0	40	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	28.313880000000022	11.592840000000036	0.1569539999999998	26.753664	10.032624	0.0497279999999999	29.874096	13.153056	0.26418
40.0	41	1	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	31.658088000000035	11.59283999999994	0.1569540000000006	30.097872	10.032624	0.021756	33.218304	13.153056	0.292152
41.0	42	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1.5602159999999987	14.937048000000074	0.1569540000000016	0.0	13.376832	0.0497279999999999	3.120432	16.497264	0.26418
42.0	43	1	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	4.904423999999923	14.937047999999905	0.1569540000000019	3.344208	13.376832	0.055944	6.46464	16.497264	0.2579639999999999
43.0	44	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	8.248631999999956	14.937048000000091	0.1569540000000013	6.688416	13.376832	0.052836	9.808848	16.497264	0.2610719999999999
44.0	45	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	11.592840000000033	14.937048000000011	0.1569540000000019	10.032624	13.376832	0.06216	13.153056	16.497264	0.251748
45.0	46	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	0	0	14.93704800000003	14.937048000000091	0.1569540000000013	13.376832	13.376832	0.052836	16.497264	16.497264	0.2610719999999999
46.0	47	1	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	0	0	18.28125599999997	14.937048000000004	0.1569540000000028	16.721040000000002	13.376832	0.052836	19.841472	16.497264	0.2610719999999999
47.0	48	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	21.62546400000005	14.937048000000091	0.1569540000000013	20.065248	13.376832	0.052836	23.18568	16.497264	0.2610719999999999
48.0	49	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	0	24.969672	14.937047999999953	0.1569540000000029	23.409456	13.376832	0.052836	26.529888	16.497264	0.2610719999999999
49.0	50	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	28.313880000000054	14.937048000000086	0.1569540000000022	26.753664	13.376832	0.04662	29.874096	16.497264	0.267288
50.0	51	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	31.658088000000035	14.937047999999908	0.1569539999999998	30.097872	13.376832	0.04662	33.218304	16.497264	0.267288
51.0	52	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1.560216000000001	18.28125599999998	0.1569540000000031	0.0	16.721040000000002	0.040404	3.120432	19.841472	0.2735039999999999
52.0	53	1	1	0	0	1	1	0	1	0	0	1	1	1	0	1	0	0	0	0	4.904423999999921	18.281256000000035	0.1569540000000011	3.344208	16.721040000000002	0.052836	6.46464	19.841472	0.2610719999999999
53.0	54	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	8.248631999999976	18.281255999999978	0.1569540000000028	6.688416	16.721040000000002	0.052836	9.808848	19.841472	0.2610719999999999
54.0	55	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	11.592840000000026	18.281256	0.1569540000000026	10.032624	16.721040000000002	0.055944	13.153056	19.841472	0.2579639999999999
55.0	56	1	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	14.937048000000026	18.281255999999978	0.1569540000000001	13.376832	16.721040000000002	0.055944	16.497264	19.841472	0.2579639999999999
56.0	57	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	18.28125599999997	18.281256000000035	0.1569540000000012	16.721040000000002	16.721040000000002	0.040404	19.841472	19.841472	0.2735039999999999
